GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
163c-af09-1d2b-3fe1-a92,0.000428669,8764,25191
3dbc-6830-d8b-162b-e2fd,0.000267918,8179,25212
12f3-2959-7bd0-e91d-3fff,0.000428669,4040,26828
e1b5-b0f8-eb4-6134-b79d,0.000858307,1796,21371
7139-14df-eb97-bb2a-68d1,0.000796262,4491,26589
6e24-9f6c-ac5e-e3d-b4a6,0.000411987,13443,24569
ca04-4bfa-1cd6-d78f-6225,0.000428669,6494,28278
3c35-b107-35fc-a2db-a507,0.000796262,2848,23245
22b7-470a-6eab-cf15-5547,0.00030899,5105,31729
367-3ffa-5b2c-8ee6-bb9d,0.000509779,7193,24774
d782-ef99-e59d-d7f-9275,0.000530842,3021,30282
8aa4-facd-a689-448b-d3b2,0.000482253,7314,27839
84f4-9abc-813-5466-ac02,0.000468328,9889,22318
a629-aa9-ff1c-ae3c-5f0f,0.00082944,3907,20325
235b-d00d-f190-1d3a-3245,0.00064373,7410,21485
73f8-2be-5ced-c3b6-2c69,0.000796262,2332,28633
2bef-1dcb-28b6-88dc-e181,0.000578183,3744,22291
551f-6fcc-dc50-bb30-fc97,0.000541923,7167,29852
10be-d23a-c3d6-f02c-b007,0.000530842,8759,27943
cf92-3799-5d7b-8286-e16c,0.000305868,7770,27763
c6cb-4df-85d0-2446-8765,0.000642426,7510,21697
673c-a7b8-35db-6673-53e1,0.0006615,3481,20929
6d2e-472c-5529-144c-434,0.000367041,7904,27721
7814-32d0-2886-2a5b-3a55,0.00023593,9265,31476
a14a-bb42-c921-4a50-f9e7,0.000482253,6619,23638
ad8b-edc6-ccbc-d611-1822,0.000192901,12489,24493
884d-c948-dcb2-158c-c94b,0.000732422,1601,29306
5636-a87c-b227-c06e-7f3d,0.000762079,6298,18249
e742-3a43-fdc9-51db-6476,0.000743378,2640,21854
9342-4a8b-81c7-b139-defc,0.000364255,14650,20608
1e75-987b-193f-1c3e-ea57,0.000411987,4215,30470
9e87-47ec-29c0-1c6e-518,0.000367041,6715,26951
213c-b91f-dfd3-b457-d7ad,0.000305176,7725,21077
a123-7ffc-f1c8-c17a-ceb6,0.000367041,10057,26338
8938-f213-7f82-bc72-cb68,0.000183521,18943,23124
ab9e-a7b3-37d0-d0c2-dace,0.000530842,5826,28153
c9b5-7995-b51-7c00-bcf2,0.000353894,7967,29783
2b32-aa25-f7ab-1cfa-6ba0,0.000220225,9782,24904
e526-2aa1-3bd9-f077-a6a1,0.0003375,21343,16368
3bd6-beab-1407-3381-dba5,0.00023815,11156,26505
9120-b245-a222-c268-a11a,0.00023593,8127,29165
983-b5f4-7516-9b85-e559,0.000541923,12605,30417
3989-d428-d8a-5cb1-b25a,0.000530842,10006,26875
6d6c-80aa-d07f-2e2d-68cb,0.000858307,2181,24053
821e-58d0-8cc1-f267-977a,0.00173611,7587,16994
e439-3e56-55cc-3593-c1e,0.00081258,7138,16182
2468-e1c-ccb-31f3-6ace,0.000611735,9826,23031
bdd6-c53e-4281-13a3-fad1,0.00023593,7249,30694
4e9f-51c-c184-d02-98b7,0.000509779,7167,27280
4cf4-f9b9-dbd1-7350-dabe,0.000611735,4033,24978
dffb-3127-9ffc-227c-44ca,0.00023593,7521,31519
aecb-c271-2f93-4ec7-e4ed,0.000530842,9798,27729
d426-a0e0-ecd7-bec3-b952,0.000411257,9421,16370
1d75-ea73-403c-fc2a-6553,0.000367041,8792,27651
7483-85a4-842b-488f-681a,0.000611735,7374,25861
8297-f75a-2a8b-b22a-4622,0.000353894,8539,29826
300d-56e5-c646-b439-9f74,0.000267918,9108,26445
f44d-8245-78d-79f7-e4ba,0.000305868,8999,26719
eb2d-c5d3-5283-4fd1-a8ab,0.000541923,1484,32964
8aaf-3089-d3b5-847e-483f,0.000642426,8558,20289
99b9-ea1-dfa4-29bc-5413,0.000734082,1800,26770
7ee-7f1b-c3bd-e792-a8d7,0.000609663,4688,27226
17d0-86dc-5e92-b51b-14e3,0.000338702,13012,19919
d31a-3632-19aa-2237-129b,0.000796262,1649,29410
761c-773d-4913-5d54-5c9f,0.00025489,7147,23096
e894-b63e-c50a-23f-d875,0.000530842,9730,30241
f3f3-e284-7115-3d06-3fd8,0.000796262,2767,28979
