HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,22,32,0.6875,1,13.6163,0.42551
2,262,496,0.528226,1,96.5862,0.19473
3,2232,4960,0.45,1,502.893,0.10139
4,14855,35960,0.413098,1,2153.47,0.0598853
5,79364,201376,0.394109,1,7672.09,0.0380984
6,346666,906192,0.382552,1,22689.2,0.0250379
7,1259723,3.36586e+06,0.374265,1,56089.1,0.0166641
8,733433,2e+06,0.366717,0,22259.9,0.01113
9,717246,2e+06,0.358623,0,15181.4,0.00759068
10,702966,2e+06,0.351483,0,10704.9,0.00535246
11,687640,2e+06,0.34382,0,7601.98,0.00380099
12,670080,2e+06,0.33504,0,5519.13,0.00275956
13,653540,2e+06,0.32677,0,4224.6,0.0021123
14,638532,2e+06,0.319266,0,3326.08,0.00166304
15,625540,2e+06,0.31277,0,2746.24,0.00137312
16,612128,2e+06,0.306064,0,2316.29,0.00115815
