GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
4928-466c-7a4d-bffd-4352,0.00023593,3077,44
ace3-e96d-7116-38ed-9a42,0.000428669,2426,48
fcd5-7c7d-51d7-9b9f-4249,0.000353894,2791,124
2030-538b-3b5c-7df0-427,0.000231743,3541,41
d473-6e02-61a7-56f7-cf2a,0.00289352,124,0
393f-ecd-9833-9ae6-65c4,0.000530842,1893,117
b4ee-3344-d574-ad76-f92d,0.000976562,218,108
4ac9-1bfe-c87a-e2fc-b6e5,0.000549316,1408,130
8d81-446-be8-c664-c379,0.000428669,2257,59
b686-7b53-f6be-8bfa-28c9,0.000428669,2308,52
efeb-27e5-1111-bc05-a839,0.000685871,786,61
8569-69ac-278b-a602-4c6b,0.000364255,2831,0
6130-8e1c-23ba-7242-4a21,0.000411987,2277,170
a4e4-c17b-56fe-dd4b-5fac,0.000796263,460,38
37ea-4280-a869-ebb8-35fe,0.000353894,2597,119
4617-ebf1-ab5-d490-5495,0.000541923,1518,321
891f-36d1-dc87-df7b-b733,0.000428669,2239,45
cda8-158a-e502-b579-2f93,0.000411987,2504,198
50bb-75f7-7625-3e83-ec84,0.000353894,2891,61
26e3-766d-2f04-cf4c-6225,0.000603497,1309,30
6502-1563-4e17-6fb8-e9f3,0.000732422,761,58
d7f8-4cdc-eddd-bcfa-255,0.00023593,3215,42
7650-a2c6-1613-c467-127e,0.000541923,1408,331
3578-eef6-3ede-922a-fd75,0.000211689,3380,9
eb23-2686-5caf-d5e-3106,0.00411523,112,4
631a-84e8-fca7-792d-4950,0.000549316,1392,122
f25-7934-b063-1a7b-9a00,0.000976562,211,102
f002-1ae-a0e2-a066-1c29,0.000541923,1681,314
e9f6-1627-23-a896-9d87,0.00063504,1118,1
b26c-21cc-2c6d-591f-1455,0.000530842,2032,118
2176-366e-13ad-2199-df04,0.000632957,1325,0
b338-2db1-a670-c93b-22ae,0.000603497,1361,50
8ff7-fb67-528e-b08f-47e0,0.000541923,1368,241
5d53-14f7-a6cc-a103-d636,0.000482253,2393,41
1564-f695-872f-bbd4-bfd0,0.000541923,1717,340
c200-deb9-c539-68cc-7fbc,0.000771605,406,44
b873-6341-a13c-3fa2-1f15,0.000509779,2366,28
610d-e980-6ae1-1c45-e5ec,0.00018963,3495,0
4bc6-76e0-6d75-aabb-c4bc,0.000353894,3053,113
f6cc-8759-466d-7649-2f41,0.000611735,1174,44
a6d7-7582-729a-1390-569c,0.00063504,1091,12
78c4-5f56-cd7c-e63a-a11,0.00231482,123,0
5968-78ed-cfb5-da29-14ae,0.000823975,384,1
d371-2665-dc44-edc6-5e30,0.00274348,133,0
70ab-bad7-db30-4cef-a89d,0.000685871,912,71
b105-6a0b-1c10-75f9-6193,0.000404728,2455,2
d7b9-8e76-5255-b1f6-98c0,0.000267918,3232,14
71d-9312-f6b6-e9ea-c9c6,0.000611735,1172,44
d695-128c-d7ab-91c5-f9f2,0.000426667,2264,0
8c76-270-b4c9-67a7-4f60,0.00030899,2954,151
5d66-a107-2d61-f045-44c3,0.000281632,3342,14
7744-a14b-aece-9355-1744,0.000353894,3021,114
1061-6b0e-a5ba-62b6-1d05,0.000549316,1600,160
ef5c-726b-e6ad-1cbd-62b1,0.000468328,2287,11
1b40-ea9f-9265-c0fa-4d56,0.000353894,3007,139
af6a-ff75-b729-5f81-34a6,0.000578183,1306,6
ae7-d95e-406c-7131-2ae6,0.000541923,1682,333
4566-daca-2585-d7cc-9bc5,0.000541923,1735,323
eafd-ee45-7789-f3e2-6c39,0.000157286,3461,18
1331-c70d-cbc-38b6-9ed9,0.000754371,719,16
cc7-139d-a81-ccde-23ea,0.000367041,2697,18
7e69-8622-ee29-57f3-3cfb,0.00038104,2520,86
65cd-bb8a-af63-3e19-3d30,0.000568889,1345,1
f31d-4242-e9bd-f75b-3053,0.00023815,3141,24
a135-b475-3985-8f21-ca1c,0.000541923,1673,358
dc50-a0f8-9061-36f7-c4fe,0.00023593,3256,35
2968-6096-37a5-95c-9a5b,0.00030899,3325,124
2008-fc90-fa09-e17f-9bf9,0.000541923,1295,304
75c2-a52d-b3cb-73ac-584,0.000411987,2472,185
aec-9d14-661a-4292-a671,0.000611735,1300,57
47bd-ae64-2f4d-eedb-3649,0.000231743,3503,43
d49-cfd8-d561-3c96-beb3,0.000411987,2402,161
e91a-8d65-1d13-cd7b-8eae,0.000843048,439,0
42b2-a67a-8722-ae34-2e95,9e-05,3786,1
ae1e-bb7d-fe6d-837f-f813,0.000541923,1503,346
3163-6741-c2d4-371d-f329,0.000231743,3961,70
44d0-278f-8e96-5de-9fcc,0.000353895,2721,35
e0ea-12fc-2fa1-6f80-18da,0.000796263,559,17
1d1b-4797-2eca-b374-e728,0.000353894,3263,139
b549-becc-b81d-a30a-8cf8,0.000353894,2670,129
a3e-d923-e2b2-3be3-64c7,0.000482253,2373,34
d30e-2cb0-9d06-9d6b-749c,0.000685871,953,60
2519-5b3d-7558-6c69-1ba7,0.000669041,1030,8
dfa1-7ae-a0a1-54fa-7417,0.00023593,3769,24
bc48-e549-fcc3-d0da-2f9,0.00063504,1204,2
135-21a3-2ae7-deca-551f,0.000541923,1654,382
f844-b3a1-e13f-98e5-89b,0.000509779,2345,36
985c-c6e9-c7e8-e007-e2ad,0.00010125,3578,0
fa01-7cd2-8d2a-4d40-7620,0.000609368,1273,2
5def-4c7-e8f3-25d7-e4cf,0.000305868,3014,34
2dab-c8cd-df5e-169e-eea4,0.000771605,648,63
c42d-e23f-e7c-25ce-3b0b,0.000301408,3455,4
2af8-7951-689f-696b-50ce,0.000611735,1311,19
6c39-65dc-e2cc-77da-d0ba,0.000732422,786,59
882c-60ed-9e63-96a9-86bb,0.000771605,571,45
d96e-123e-844b-92a5-c75,0.000411987,2488,233
bde7-7ec5-90fc-43ae-2110,0.00173611,102,1
452a-31aa-cf1d-d626-7558,0.00023593,3536,51
e466-adf9-c7f5-1b9e-aed5,0.00042867,2447,37
e286-2bfb-789b-5a2-766b,0.000578704,1377,6
a9ac-c7f2-81a9-1b78-3bb5,0.000406442,2778,2
e2b8-914d-c4f3-7254-6e78,0.000411987,2769,240
16a6-b2-73a-de9b-1c50,0.00023593,3088,41
beb6-d857-8eb6-405f-f3cf,0.000183521,3542,3
b345-82e6-2c37-9c27-9f31,0.0009,295,3
c975-1d42-c4bf-e42-6d71,0.000530842,2039,18
442d-dbe-b352-8df3-b5c2,0.000578183,1414,11
b6e6-cb88-2831-ccdb-5d90,0.0009,265,3
c3c9-6823-69d8-d445-978f,0.000669041,1032,12
f9d3-762b-832e-cc92-6a9b,0.00432,65,0
734c-10bf-7859-269f-9eb2,0.000305868,3304,16
2e1b-dd85-6a3a-564c-aa61,0.000549316,1594,152
c432-f9a8-5035-3c8b-2047,0.000734082,749,49
a82d-20ec-e9ac-e8df-6389,0.000976562,217,106
4228-70c4-36aa-1338-f8b,0.000148844,3508,7
7bbd-d580-b04b-d23c-7745,0.000157286,3625,17
3c-5675-afae-d89d-c24,8.92486e-05,3481,0
f0b-930a-6af2-bf56-6546,0.000514984,2059,24
9aaa-eaad-7cf5-133f-7dad,0.000796263,512,51
a938-9e42-3aac-58e6-76df,0.000411987,2470,184
51ab-6c1f-4a8-cea1-7f5e,0.000549316,1286,134
cb48-50bb-f36d-5f4-a9a1,0.00423104,74,0
a97-8aeb-2d05-b453-5c5f,0.000611735,1301,1
4700-5fe-c87e-4ba9-d49f,0.000231743,3625,46
47dd-cdff-8bc5-2eee-7582,0.000541923,1461,320
1b74-dc2a-7e87-e1b1-b089,0.000669041,1099,12
fb68-e0ee-7505-963c-ee74,0.000541923,1655,335
4cf9-5b0-43d7-f2eb-ea,0.000734082,726,6
c828-e60-dd14-46af-f011,0.000483679,2018,0
7244-30b8-3ccc-b3e5-ad8a,0.00101136,174,2
bd55-d5fd-d50d-e190-3403,0.00023815,3341,15
d8fe-5b25-50f2-61e-b01,0.000482798,2221,26
a1cf-f2aa-df99-7394-a451,0.000734082,797,52
1cc4-b92c-1bff-8aac-80f7,0.000375509,2658,3
80f0-b8dc-9f73-55fe-9a6d,0.000424816,2492,4
d376-2efc-f592-2468-351b,0.000424816,2295,9
89ba-d7f3-1c74-bc7-d37a,0.000183105,3468,3
26c4-58d3-11b2-1c56-7d3b,0.00023815,3384,18
46cd-1ce9-4373-6e92-fd15,0.000541923,1680,324
7e2b-71a7-c34e-8fdd-8dfd,0.000428669,2270,48
4089-d6aa-aae6-83fc-453c,0.000305868,3260,27
