GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
43b6-2b5d-69fa-9445-228f,0.000796263,4346,2308
a5ea-ef6-a2c4-bec0-fc35,0.000549316,4871,4835
6b5d-ca66-d74d-7755-cbfb,0.000530842,13705,3527
87c8-e093-d566-9b3e-5ff4,0.000440449,12860,1286
9451-d192-4182-3715-9052,0.00030899,9950,3743
3db7-45ea-a8e1-4919-b4e2,0.000541923,6796,7679
562a-64ee-f937-9679-9096,0.000578813,5590,605
d459-2738-55ee-e0b8-47e3,0.000411987,21632,4866
26fd-4d0b-db07-fc96-9ad,0.000428669,12461,2221
aa60-6522-4dab-18fc-230b,0.000530842,15050,4078
36e4-182f-cb9-4ae8-798a,0.000338702,19242,2253
63ad-c0cb-cd61-659f-de78,0.000509779,17610,1632
de99-4095-4c58-376a-5e75,0.000732422,7269,3210
745d-749a-53b-e952-d622,0.000609663,10726,2418
97b8-5931-e20b-8f58-16bb,0.000411987,13604,4832
5a5c-8fca-875-5f97-791c,0.00183105,3265,337
e908-c794-30aa-f432-b99,0.000707223,5844,769
84e3-abb1-b28e-441d-4531,0.000652895,6467,376
1334-61cd-2548-5a62-7d3a,0.000353894,14496,3959
924c-4177-2866-c2f7-35a9,0.000611735,10269,1363
fdae-bf21-cf43-b03d-33e,0.00025489,19131,2234
1475-c371-650b-39bd-1dd3,0.000428669,21600,2624
e6e7-756b-54a7-f28c-cdd9,0.000796263,5946,2752
b57a-84d9-f50-dde0-47d0,0.000825976,3441,774
44f9-11e0-cd8-b954-4c1e,0.000225306,16101,1752
306a-b703-b3f-ffae-6740,0.000888889,2467,356
f538-1fe-ba84-49df-f48a,0.000948148,3341,629
885d-ff59-7963-97ae-dd3a,0.000609368,8546,430
c133-dca7-ef1a-ce0c-95fc,0.000541923,5219,7988
6368-961f-4489-1dec-dfff,0.000267918,7893,2094
3913-a649-df58-b277-3df7,0.00023593,18677,2043
3e51-b1d9-8255-5099-90c9,0.00585938,753,1747
e03d-99f3-f644-206a-978d,0.000796263,3262,3050
23a3-5ebb-4966-a5f8-af54,0.000468328,11814,800
b1bd-8d35-267d-9984-cc86,0.000685871,8938,2490
