GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
8dda-3406-f49f-7b3e-b479,0.000338702,15339,122
1730-1bcb-2854-ac5d-590e,0.000701937,4630,2
1ee8-507d-8495-4d29-82ec,0.000611735,5688,227
3ce1-ef6-9877-6535-bb53,0.000411987,12017,926
f185-841d-bd1-761b-d146,0.000411987,11888,979
c1ed-8320-176c-1efc-62ac,0.000428669,11509,360
2362-dc45-d012-635f-8e2e,0.000530842,9775,536
b8b6-57d4-d968-8db7-4f9a,0.000301408,16244,34
19e4-e011-b3eb-25b5-562c,0.000353894,14974,166
e3ae-c94d-de52-b54e-d5a,0.000880898,1797,58
384a-13be-d9d8-3985-631c,0.000267918,16594,93
9e17-f191-7467-2b99-35ad,0.000816118,2496,3
9e47-f47-fefa-7c9a-c495,0.00030899,15461,598
ffba-b0e7-5a67-6aeb-ab24,0.000428669,11507,369
8c27-6be7-3118-7ccd-cd47,0.000411987,12089,977
a153-1ae4-bed8-15ba-467d,0.000710929,4527,4
ade7-f346-776f-4a85-e60d,0.000734082,3915,69
8e7-4a3f-96f4-634e-b52a,0.00102997,1347,1
ee59-1483-8728-ad31-2a3e,0.00771605,330,3
2bba-ca7c-87a4-4ccb-3dac,0.000411987,12025,929
f3e7-3b24-522f-7b0f-e856,0.000685871,4847,323
1f44-6989-a9e3-b44f-9d6e,0.000976562,1386,245
c1ff-68d8-7f3a-cd62-94d0,0.000482253,10745,176
61dd-4dd5-11b2-e981-9aa0,0.000611735,5754,241
4f5e-dd69-d5c5-a18e-5878,0.000482253,11072,166
be1b-1dfb-a12d-4828-78a9,0.000685871,4835,342
7fa0-792f-8493-feda-4691,0.000411987,11955,950
1963-aa65-564-e313-cc80,0.00343323,625,1
4c9a-44f0-1a55-5e4d-2e72,0.000541923,7621,1394
b4f6-adab-bdb-8abb-4f39,0.000541923,7651,1422
bd71-dbbc-da20-d7c7-3a09,0.000167449,18619,6
892-8cbd-e7b4-146d-1778,0.000685871,4812,311
3561-fe-45b4-c834-b8fe,0.000609663,6254,249
ac2b-9510-7991-9f60-49a0,0.000603497,6470,155
d3d3-d58e-3552-521d-f8ac,0.000482798,10812,131
2e63-7aca-27a1-6382-171a,0.000565778,6879,74
44cf-6540-50bc-c24e-6062,0.000549316,7158,665
bf70-daef-d230-a432-728,0.00030899,15319,622
27a7-5606-b5b8-5d97-2ba2,0.000424816,11980,22
e18e-cd24-8f69-b3be-7157,0.00023593,17423,323
7a04-b191-2ef9-d85e-ca0b,0.000381039,13301,394
90fe-3d5d-2753-5843-f319,0.000549316,7114,654
46ea-7fea-491f-fca2-dd81,0.000541923,7788,1361
74c1-9a99-69b5-6255-a84d,0.00023593,17368,326
1e30-43e3-7572-ad99-f7a2,0.000482253,10994,166
760f-a4b9-e41-a508-7d17,0.00030899,15542,586
ad8e-468a-e33-f6ae-432c,0.000615375,5761,5
2ed4-a89d-558e-e949-a83d,0.000530842,9434,405
31f3-ddc0-f8f5-fb8-332a,0.000541923,7851,1403
bc7c-2e85-d6d2-6341-6e6,0.000210299,18112,0
6822-2b3a-e892-dbbf-5893,0.000375509,13572,24
cead-5c5f-47fb-2f47-8ebb,0.000868056,1934,67
3a65-809e-3e9f-1bb6-7ffa,0.00308642,685,24
ea31-8a8d-b149-7383-f258,0.000530842,9688,485
f250-2fff-20dd-c923-9341,0.000411987,12019,898
f81e-66bd-bdb2-e80a-d6c8,0.000301214,16388,0
d760-6b9a-c8b3-88a9-df1d,0.000611735,5849,255
bb0c-7afa-f1d-dbe9-441d,0.000404728,13187,23
8266-77e8-f306-ebc9-d6f1,0.000411987,12029,914
1477-1cd-ee62-6bdd-8337,0.000353894,14266,795
1e69-8143-590a-ccb-ed20,0.000164063,18351,0
