GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
f7a0-32b6-fc88-a8a5-a489,0.00023593,16997,1998
a48d-72be-2dc6-b84b-ae3b,0.000734082,3604,1072
ab93-78d5-65cf-afa6-40fa,0.000541923,11752,8458
b886-11a5-d2cf-921f-87e6,0.000864,2793,401
d2fc-8751-8bcc-42fb-9fe3,0.000603497,9864,1141
990-8856-263-435-2b8,0.000338702,18995,1975
f15b-ad15-28ae-5928-bbc4,0.000796262,4641,3937
5406-24a2-b17b-dfd2-679e,0.000386238,16601,1107
515e-4ce5-c2da-173-cdf6,0.0006615,9109,553
32df-6a5f-78e-b489-a61a,0.00487731,4836,1994
3608-4f1e-7abd-f8e2-5092,0.000578704,4895,332
48b3-2bc1-baf1-5041-e04a,0.000541923,11173,6093
610c-2386-9e64-8f7d-f92f,0.000565778,7336,1247
1c67-4ebd-4342-ead2-4c7d,0.000428669,13857,2469
ec2d-348a-457e-a71f-84cc,0.000381039,20623,2588
72cc-4212-f033-e56c-448a,0.000509779,10198,1932
e570-1d3-9347-28b2-eca5,0.00650307,892,1567
7086-799a-2c94-60b9-5f06,0.000796262,3832,3665
711e-4629-60da-466-6edc,0.000530842,11708,1943
d82e-9b1b-f78e-53bf-a1e9,0.000530842,11749,2860
e210-c445-1b84-ea4-24ff,0.000804663,3168,978
afa7-4ec2-ec72-a736-a281,0.00023815,20432,2893
8e5b-8946-66c7-a9df-97eb,0.000461531,10074,413
ac96-cc08-2499-b2b6-5afe,0.000381039,9502,3045
de0c-a7ce-bfb9-1ef3-1e62,0.00384,3155,993
9702-233-5a26-aeb0-f922,0.000530842,18019,4225
75b8-805a-89c1-3571-9f4d,0.000520365,12828,735
e3b8-24ef-cfdf-e2cf-9b5d,0.000381039,12463,2998
c03c-f0e0-c0d-eed-e37c,0.000530842,16935,5336
536c-861f-6cca-5482-7059,0.00030899,15952,2992
978d-2f30-5436-82e9-cb05,0.000530842,15006,3041
488c-630b-be9a-64d9-827d,0.000148053,25560,80
7c12-d468-a728-d049-5752,0.000541923,9263,6422
d266-d4b-3cad-9101-7224,0.000530842,12023,2937
486-490f-e0e6-6ed2-85eb,0.000580414,8277,190
58de-eae5-5a53-7-bb2e,0.000578183,8086,1040
d1c2-38a9-6dbf-7786-fd67,0.000559624,8386,348
4761-49ec-ab2-840e-daed,0.000530842,8284,2937
7cd7-4339-6593-f889-edae,0.000796262,5824,2748
bca9-554d-56c7-16fc-5554,0.000541923,9129,5988
11f5-c8a2-c789-1613-14bf,0.000754371,5661,886
d1e8-551-c7f2-8a6-1c0,0.000541923,8665,4929
33d4-c54f-570d-8a9b-dc4c,0.000732422,13732,3075
f9d3-51e6-ce42-a31a-a768,0.000754371,3722,981
6f43-274f-79c2-537d-1117,0.000549316,10043,8279
cfa7-1b98-6795-7495-8f83,0.000549316,7766,4463
1c91-ae83-873f-ead3-519e,0.000734082,6930,1656
8a05-ed0e-d2f8-a06d-f9a4,0.000367041,15646,1824
104-b896-3a0f-f460-27cc,0.0003671,9613,763
514-c407-4364-6caa-389d,0.0078125,2059,2598
d2e7-86e2-66e0-3e29-3b93,0.000353894,16438,4936
bf76-205f-d99a-2da-8d09,0.000367041,10916,1537
1237-d5c2-13eb-7917-13eb,0.000131602,30477,90
4f7e-1550-6ea5-3995-38c8,0.00102881,3721,764
b432-7549-8ae8-53d5-29eb,0.000530842,21151,4809
8571-a10b-6892-6d08-c139,0.000338702,17584,2391
47a7-4e43-e26c-df51-698e,0.000915527,2209,747
f7ff-9ec8-89ed-d19a-a1a2,0.000440449,9796,1596
532a-bb5b-a306-bbbc-2863,0.000424816,14099,1879
e034-3eac-817d-6a21-1046,0.000549316,7896,4993
cfea-56b6-5f81-72f0-1273,0.000732422,8026,4463
87e4-d730-15d6-fe8a-1ddd,0.00036,17570,248
75f1-b1e7-5d7f-9c4a-7521,0.000428669,14330,2775
7d47-7698-e35d-4b36-7a24,0.000578704,8014,515
8783-1b20-d0db-e704-8e10,0.000167449,19406,3149
831e-f1b0-4c31-dfa7-6bb8,0.000353894,16061,3581
2a3-f819-ff-4ed4-d7c0,0.000353894,16113,3806
6cb7-e3e6-2436-7598-42f0,0.00023593,16007,3245
8930-53a-6f84-710d-bcfc,0.000541923,4908,5215
d60d-d30f-fc40-57b7-5eb,0.000541923,5882,11111
ac45-991b-ed17-d07b-eb3,0.000796262,5295,2900
1908-d124-d81e-888c-4231,0.00036,11182,775
1b2c-b3e3-1dc2-3742-6b9d,0.000734082,5534,1572
fa2e-62a7-25f9-ceb3-8f0b,0.000880898,3014,1611
2f2a-7af8-2826-1c42-4b73,0.000710929,4765,371
36da-4c4a-ed80-fbb2-943d,0.000598281,11585,235
e16d-e38a-55d0-5356-e7fa,0.000976562,209,7358
38fd-37fe-bb97-a95e-cdc4,0.000652894,7387,283
2bb4-7bda-549e-36d1-b05b,0.000541923,11590,5781
152c-3c1b-7714-9175-1390,0.000267918,20395,2290
80ba-a217-c68d-deab-bcb3,0.000804663,1370,906
6426-a5f-388e-b8c5-4131,0.000754371,7295,912
f006-35fc-1e9e-33a6-6f2b,0.000128601,25884,570
5893-3690-ab4f-1f20-153b,0.00054,13443,410
5542-503f-877d-91-6f60,0.000530842,13036,909
2eb3-1d1e-929f-38b0-fb36,0.00072576,7539,394
366e-29d9-5687-38ae-69e3,0.000804663,2206,960
dc6a-aa1a-4fb-2874-a1c7,0.000669041,10144,720
55e9-7db6-f206-dd66-7e47,0.000686646,5875,849
6166-7a1f-e6dc-540d-3672,0.000549316,5562,5385
4ec6-feb8-5d85-b8f0-725,0.000541923,9667,11589
83bd-9011-9e29-d74e-12b2,0.000549316,6796,4779
f670-e46f-660b-c898-844c,0.000734082,5707,1829
4d3e-1762-69d7-9a8a-b772,0.000367041,11178,1244
8540-1e47-4783-2369-f595,0.000804663,2909,1282
3678-a7a9-c4a1-b08a-5d7,0.000530842,15442,2568
d4ab-5634-b69a-1c2f-799d,0.000652894,6968,403
ac30-7665-f6a1-c7da-e205,0.000479678,13238,520
d339-1c98-c248-97db-cd22,0.00023593,17548,2656
9fbd-c609-4c99-965f-8de3,0.000603497,6897,1115
dc07-c8c7-cf35-2726-aee6,0.000804663,3676,1266
14c3-d5a8-90e2-a5f6-3934,0.000411987,16605,4108
7d2e-a8a7-a1e0-3fd0-2f5b,0.00030899,23133,4688
2a09-b158-9fe3-ac92-ee5f,0.000411987,7774,4569
bc88-c156-c407-4d6a-674c,0.000364255,16170,503
fcb3-dddf-1dda-b202-652f,0.000411987,12290,5451
1c2f-4a43-9bbe-e036-97ad,0.125,360,1886
30a-dd72-cf90-716b-daae,0.000482798,11057,1174
1dbc-5f86-44cd-3ecc-1eff,0.00023593,16679,2696
d81d-6f9-d25b-5ed-94b5,0.000749496,4139,282
76a6-4b8d-dfc5-4636-bcf8,0.000685871,5115,2591
14c7-2167-ac3-e723-2754,0.000381039,15781,1789
9f78-93e7-4970-7e70-dc69,0.000541923,9556,4973
4bc2-f516-27f6-2b87-3b4c,0.00076171,3652,394
d9b3-3e49-1d1d-e476-256c,0.000353894,19378,2930
4420-aff1-de3-2dd7-74ba,0.000530842,7908,2404
f925-e717-2727-cf0f-1099,0.000864,7405,408
744f-846b-1127-2da2-124c,0.000386238,11451,1467
f11a-3dbe-23b5-dc40-f789,0.000685871,8334,2195
45e7-6638-5536-94c9-a632,0.000428669,19558,1603
3ce9-71d-fa1a-28d9-1219,0.00064373,8430,1456
751-b1bc-f0d2-bbf3-ea48,0.000468328,15146,817
13d4-9819-5e97-2983-46d0,0.000609638,11299,432
49cc-514a-70b4-4ef4-c8e9,0.000411987,18046,3850
397b-4a50-87e7-7781-5c40,0.000353894,19742,2617
d63c-a6cf-a697-5e24-1e50,0.00023815,14918,2445
abf-b99d-7883-99e5-8e3c,0.00023815,19759,2183
e62b-5811-248b-9bfa-1b97,0.000611735,5616,1513
cb0c-2e9e-b62c-f860-46f,0.000880898,1272,1765
38b7-31f-be0c-b13a-9d05,0.000541923,15925,8601
4c48-dba9-b059-14be-cecb,0.000509779,19094,1683
4274-477e-2f7d-6b5e-3566,0.000541923,8637,9307
356a-f08e-f98b-e226-1c55,0.000514984,17707,1163
6666-386f-695e-8d43-9f59,0.00023593,18922,2588
1c3e-652a-2ba4-15c9-4751,0.00030899,19487,5097
9a16-e24e-e54-42c9-efbc,0.000428669,11282,2272
b7e8-c847-b700-2147-558b,0.0175781,5853,2945
a470-8c5f-4930-b2c4-cf28,0.0241127,2079,1269
38ec-7d0a-57a8-8260-deeb,0.000157286,17138,2425
d639-3a48-a733-8d39-5b8f,0.000609368,8501,383
ce62-825a-7a31-84d6-e57,0.0006615,10065,658
d06b-cb4b-5e7c-2813-4dab,0.000796262,6113,2926
3d68-fe4d-87f4-e49b-8b86,0.00055566,10198,534
e383-e159-6f19-609c-35a,0.000530842,7864,3777
8fdc-2eff-85b4-a0d-b3d5,0.000541923,4703,7889
940b-f376-3671-7658-7db3,0.000411987,13816,4728
8dd3-7d03-1d31-ec4f-a516,0.000541923,8736,8552
6add-29b7-a363-f2d1-e52,0.000452623,16128,1366
19c5-cc4-2b63-5036-831c,0.000541923,8020,7068
a916-fb8b-42a3-5577-a823,0.000541923,7970,7115
7d2e-7fad-986f-7680-ed4d,0.000338702,12761,2778
c465-aa44-5fc8-2cd2-2ce3,0.000267918,15501,2244
d803-2e51-2549-8598-e3c1,0.000530842,10430,3029
50bb-e168-f76a-da93-6efe,0.000157286,12876,3158
4626-8f7d-98f6-f6d-c227,0.000228624,22178,433
31dd-c54e-e7c1-3f96-6356,0.000796262,4230,2938
42ed-179a-91a7-6836-9d32,0.000305868,22746,2199
7568-957-9ff8-d8d6-42e7,0.00030899,18872,4028
193f-2991-244f-10a9-425,0.000356994,18353,681
934e-7d87-a31e-ac91-4a2e,0.000743378,4843,650
6ee9-f2b7-d9ab-7df-224,0.00023815,20010,2373
bfb5-4a6b-d1db-9960-524a,0.00064373,4397,1252
558-c63a-7f49-9645-82aa,0.000353894,23018,3210
9c35-5bb1-9010-50b6-41c1,0.000367041,14946,2233
228a-fe5-a2c7-9c5b-353,0.000880898,3430,1209
a313-e2b-2f25-d5f2-f582,0.0304832,1567,409
5d64-8cc3-8a64-ed74-dd7a,0.000976562,2523,6762
cc25-fff-ed5f-6eed-ac5a,0.000300407,20673,1085
b007-5652-cfe7-4c95-de8a,0.00055296,9084,383
671c-f672-fd2c-f8d4-e701,0.000530842,16314,3541
8406-56ea-e0b7-8ed2-7659,0.000148844,16298,2480
5ce1-f5ee-6ccc-5a0d-eec3,0.000880898,1451,1386
53cd-85eb-44fc-c791-3c2e,0.00030899,21712,4435
d5e8-9e87-17a-7b64-59b5,0.000868056,2535,1596
26f9-f63a-842a-93c5-5047,0.000976562,596,2992
72ed-e792-d632-b7e9-af24,0.000440449,13961,1304
1260-4093-c7f4-d0f6-1ce9,0.00030899,16728,5249
2c5e-4a4a-f6d7-dcfe-e3a3,0.00023815,18242,3369
98b0-1b04-37f4-6b59-acac,0.000353894,18134,3581
