GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
9abd-bffc-d886-7327-3a8e,0.00069673,4926,18
17c5-38b3-1b17-c414-1c17,0.000796263,2786,214
e2da-b6f6-26c3-8914-1b86,3.95062e-05,18792,0
2d22-1a97-4175-2fe-ab6b,0.000734082,3680,199
ebdf-5f67-747a-484d-7ec8,0.00023593,16616,250
aafc-7745-8e7a-d1c0-59,0.000530842,10170,673
c65b-fccd-f2c6-7a76-f398,0.000578183,6369,37
507-6655-5300-7981-aea2,0.000734082,3750,158
d1c8-9ca5-91ad-108d-9850,0.000220225,18618,16
e7de-89e1-abc0-76c3-1e4c,0.00282069,668,1
8345-21c0-9591-11bf-f380,0.000189,18808,0
edd7-c83f-3177-44ab-e86,0.00023593,17732,256
b68a-88ae-3eb9-7f34-6af5,0.000804663,2891,132
4959-a0c-64d8-6a3e-37c4,0.000530842,9851,390
1621-5815-3-4799-9cc0,0.000526749,9618,0
1b06-99fb-fe6b-801b-e467,0.000549316,6453,721
c1fb-b63c-c890-c1fe-fdd5,0.000669041,4918,44
1282-6e22-3dc8-9cba-e3d,0.000353894,13615,628
c24f-dc25-f13c-3027-9801,0.000549316,6737,690
a860-4f1d-6ee3-f980-6c7e,0.000157286,18715,77
c5e0-2f07-d42d-5383-d1a4,0.000364255,15358,11
c4e3-9700-4c4b-573a-c9df,0.00030899,17286,711
83d7-69bd-3801-c19f-677,0.000576,6930,7
85e0-cd07-c2dc-771c-fd2e,0.000874412,1816,13
b8c9-8fa0-4805-8cf7-e324,0.00023593,16942,189
b3ed-9c45-791e-fbf2-293c,0.00487731,394,8
5c42-159b-7b16-d666-7b8f,0.00023593,18027,248
242b-1a6a-655b-36fd-966f,0.00144,1263,12
fc36-9d61-d6a1-7554-9953,0.000804663,3119,130
2a7d-9f1f-c267-8fd8-d61d,0.000707789,5153,0
58d6-a09e-2663-b189-ccb2,0.000603497,6710,186
36de-fea4-439f-e5cc-7998,0.000549316,7407,783
e969-3c6f-f335-86f4-3b36,0.00023593,17767,158
653d-bdd2-39da-a8dc-a39e,0.000541923,7085,1552
b372-9478-b3e7-cc29-427c,0.000549316,7264,808
1ba-a23d-da8d-9155-aa7b,0.000565778,7410,92
5196-1014-381-f215-a66a,0.000482253,10488,207
cfa3-8916-2628-d834-134c,0.000440449,11015,35
