GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
2125-d25a-3723-a5d2-c35a,0.000743379,3625,35
9163-5b74-97cf-d689-769a,0.000211689,18017,17
6594-fee5-6ba0-ea2f-9a85,0.000400543,12653,14
3e9e-c781-fc86-aa3e-b1b0,0.000796263,2277,182
970c-8e3b-2d42-8d06-a07,0.00023815,16751,67
8145-4e89-cec9-6d5c-b36c,0.000509779,10215,164
f46c-2b2d-7da6-21ae-b833,0.00288,554,4
87ad-a10c-b1cd-2343-2ea6,0.000685871,4641,309
ba84-5309-3ef9-547d-5998,0.000305868,16224,121
6399-9382-b415-1566-b6c5,0.000859873,2125,9
b243-4189-2a3c-f13c-9606,0.000603497,6346,184
9840-4e32-f89a-24d7-d537,0.000737034,3514,5
cfcd-d71a-16c0-fa09-c856,0.000549316,6542,648
acc7-7dde-73c5-2ee5-a077,0.000514984,10311,65
170e-64e4-703-db07-3329,0.000541923,7760,1565
6b21-7347-815b-63bb-981e,0.000541923,7730,1396
4be7-c775-7a3d-9d26-7d50,0.0008205,2489,16
4702-78fd-acc5-b63a-e651,0.000411987,11855,952
da57-edc8-6b-85c7-991b,0.000353894,14434,567
29c-31d0-210b-b181-543a,0.00030899,15419,639
9a48-f883-cd38-470d-aebe,0.000305868,16157,132
b389-2165-9c86-b3f4-a72c,0.00023593,17404,187
4451-2464-930a-b50-b525,0.0246914,80,2
9e93-dec-e6f5-bf9e-bf6d,0.000338702,14939,133
66af-bbf0-c259-335-6fe5,0.000685871,4759,334
2e4d-ca10-431e-c36-cb99,0.00064373,5080,171
4fe-b06-f3d3-f4fc-130f,0.000549316,7266,757
1fe6-e29f-ed7d-e008-c3c1,0.00023593,17258,232
5698-444e-f180-da76-ad17,0.000804663,2250,118
40be-ecf1-8c4a-323e-c767,0.00014289,18746,0
3961-9313-f4c6-7d8f-2d4c,0.000976562,962,263
ec34-3271-3b9e-e0fa-b000,0.00012,18628,3
8b0d-106a-8c6-4954-2726,0.000157286,17790,58
f717-1185-eb6f-32b5-f280,0.00023593,17234,179
9b70-9ba0-8ba7-b07a-d110,0.000734082,3700,108
fe20-c391-aa4a-c6ca-16ba,0.000754371,3083,90
f0a6-1687-9681-7c4d-c702,0.0246914,138,12
936f-5b34-1933-6a69-f066,0.000771605,2926,253
ec38-78e2-23b8-e2da-1a3d,0.000858307,1815,90
f75a-b12-7995-b9fc-8356,0.000541923,7700,1381
c7f1-43a0-632b-3e01-9a23,0.000482253,10955,176
5727-4068-2a85-a267-69b7,0.000559624,6800,12
3182-6d15-6091-b597-88b3,0.000440449,11567,57
59be-8e08-9e8b-5dea-235d,0.000743379,3617,45
6293-382c-a4ea-9f7d-3626,0.000411987,11530,927
