GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
c3f1-78cd-a557-de2d-fa55,0.000685871,5685,465
a031-70b2-5daf-4588-4edf,0.00115741,1436,96
5804-a3-bfce-bb74-5bbb,0.000353894,13904,1030
1771-a920-915f-51c3-8f08,0.000611735,9287,167
6beb-56ef-8c39-7a5c-d7b5,0.000353894,13192,853
7cef-d38-252d-da9e-52c0,0.0123457,123,32
f8ff-d59e-9d19-910c-42a5,0.000353894,14265,908
a29e-eace-1b3d-f602-1ea8,0.00064373,5850,252
954-a521-69f4-a08c-e5a0,0.000488281,9104,59
b8cf-c6b6-d3d6-686c-7695,0.000541923,8865,1320
e90e-8155-b973-44b-7757,0.000509779,12406,178
219-4914-74f8-9422-4416,0.000685871,3513,373
5822-f2c2-bc78-1196-f70d,0.00030899,15228,910
3504-8dd-6f1a-be81-1291,0.000549316,8011,1277
aa3d-16a4-553-66b5-283a,0.000509779,10892,243
c9ea-3ffc-7443-cd55-3f99,0.00030899,16314,1083
8c4e-4f54-11b3-c97d-1d9,0.000771605,4729,477
9c74-a91f-8454-10b8-7674,0.000685871,5064,538
c3ee-97a9-78ce-c65-8db4,0.000874412,1553,24
8252-62c9-71dc-9405-2c46,0.00030899,15794,1089
e1ac-167e-54c0-632-ecf9,0.000732422,3871,811
7748-8884-4fc2-e925-1c8a,0.00030899,17161,1055
7c08-5cda-9dfc-957d-3dda,0.00023815,15976,176
31d7-4cec-272-ad54-bc3d,0.000752185,4448,0
8421-db46-df18-3883-231a,0.000353894,14471,602
6733-28c9-923e-69a5-d61d,0.0149367,291,0
7358-651-db33-a4c1-10,0.000541923,4182,1483
3521-67fe-33e-e684-9592,0.00025489,19204,84
2988-bb01-a69e-8095-dc1a,0.000428669,11265,302
b600-5565-7980-cb91-6c3f,0.00023593,16438,356
72a1-7dd7-22f3-b492-c276,0.00038104,15794,439
592e-3bd6-6e49-b832-5558,0.00081,3258,9
f2c1-2fdf-ba00-6552-567f,0.000428669,10868,322
9daa-d7f3-d456-c09d-8c85,0.000542535,7729,67
5627-1a99-f0d4-1577-f5a3,0.000541923,9426,3089
4b0c-b285-5791-220a-2a84,0.00038104,10594,543
9454-41e5-9102-187d-3ecb,0.000353894,14491,774
f75a-bda8-5e0e-4eeb-dfb2,0.000530842,7490,624
343f-a0e8-81c5-6ab-4423,0.000541923,6917,3509
8016-1bed-6fea-a888-395c,0.000603497,5691,212
1a45-686d-82b1-9c0a-6f18,0.00038104,13480,488
a01e-ae09-d7a9-fa4-5a,0.000685871,4634,411
44dd-8fba-1c47-b4c7-3843,0.00214093,1775,2
55a3-453d-8b5c-8075-796b,0.000367041,14203,139
6d25-9abb-e1d8-efd7-36c5,0.000305868,13392,178
50f1-b6ac-ff64-d7ed-5ddf,0.000565778,5437,89
e0a-e169-6b7e-47-270b,0.000305868,15166,192
5018-a065-d514-27c1-b00a,0.00023815,15671,187
994f-12d9-170c-98b3-eac6,0.000301408,17867,100
74eb-a6bd-cc2f-e06a-a704,0.000541923,6720,1661
f33b-3082-476a-c84f-5843,0.000338702,11634,195
9e9c-2cfc-232d-126-eee4,0.000541923,8613,2650
80eb-abee-2072-c855-743d,0.000353894,15050,781
a16f-23e1-a642-783d-70ce,0.00317328,439,6
8caf-ffa1-b276-8e6c-9a3c,0.000530842,11305,569
e59f-7af0-a9c2-bf86-33a3,0.000976562,649,1485
520-bebb-9650-a2eb-3ace,0.000305868,14094,265
d4ac-4665-38f6-7e6e-5ec,0.000816118,1939,34
4f25-9ff9-51d-17b6-5c3,0.00219727,1614,202
36a8-d113-e187-7118-31d9,0.00205761,950,25
f413-724e-c449-d59a-e366,0.000411987,13647,1182
f622-7527-292a-6e61-4dab,0.000609663,6313,312
c3fb-4e6c-958-ed25-bccd,0.00038104,14495,473
b377-5bf1-9b56-cfea-7b20,0.000796263,2363,206
fe86-1854-8a75-ee0c-b5f9,0.00038104,14629,529
c583-3359-7288-a17e-f4c4,0.000825976,3045,73
680b-645-4ebd-7795-acff,0.000353894,13984,544
d51c-6fd-4c97-2e5d-8b4a,0.000549316,10745,1405
e8f-d90c-5c82-5d4c-50a2,0.000611735,7540,202
6c51-bef6-fd8c-b8e9-ed53,0.000541923,7025,2378
88d6-ef20-5d14-e895-cde6,0.000555683,9062,0
ee27-fc10-3ed7-4aa9-595c,0.000642426,6047,29
8f79-542a-ca06-1d34-3e04,0.000652895,5291,30
c095-8985-fcfa-be21-426e,0.000609663,5102,255
d493-e99a-a0ee-136b-3444,0.00070254,5147,2
c672-84e5-499e-c36c-4306,0.000796263,2662,140
8c0c-adb9-89fe-bd9b-f51a,0.000300407,13246,62
6e3f-14c8-ee24-f6ae-d918,0.000611735,5285,140
1be7-9253-2ae1-f098-f594,0.00013271,23398,2
7286-1509-d74b-d084-ce3,0.000541923,6747,2175
b6b8-6125-4ed7-37d0-3205,0.000225,20968,5
c063-fe0-b124-964c-757a,0.000530842,9311,755
9e7e-f757-8dd1-bd4a-6738,0.000157286,15134,232
e22b-6cf3-d09-934f-33f,0.000685871,6162,530
165a-c94e-a88c-bcb5-75df,0.00033039,14585,26
3a69-ce2e-b008-339d-1727,0.00063504,7748,63
b819-1be7-7679-8979-acbd,0.000976562,1243,206
bd9e-cbbc-e7d7-3418-5535,0.000148844,18411,126
21f6-e855-113f-9cd-1c6d,0.00030899,20306,1114
6674-9e62-e307-8c60-1640,0.00035204,15321,90
f70a-ad15-5ab2-4590-d8b6,0.00076171,3796,7
8a44-e73-8f16-c8e4-8355,0.000771605,3416,430
971c-63d-e31f-4312-d484,5.57803e-05,20770,0
4be7-18d0-da5e-5d26-229d,0.000743379,3502,55
5fdc-2c28-65d-6640-2302,0.000411987,8406,1079
f866-b228-3bd2-d2c5-f4e,0.000792905,3281,3
5e6f-c991-d2e9-1f6f-a364,0.000541923,7340,2595
7cdb-cc87-30b6-4fc4-ebf6,0.000411987,13334,1703
d41a-72a8-e2a4-485c-929d,0.00023815,17916,174
b44-d30b-8858-f01a-829a,0.000734082,3210,183
bd7b-cf1d-a478-ccbe-6b17,0.000411987,12055,1308
669d-4a45-39a2-9754-9a0a,0.000183521,21981,51
acfa-a14b-1336-5172-6e09,0.000773886,4802,12
7e4d-b14f-6d0d-7dc5-7eb9,0.000297351,17554,16
da29-e463-c8ff-13cb-7bb7,0.000611735,6354,131
9af0-f0b-5522-21c5-36b2,0.000743379,3948,50
f461-76db-8faa-4983-98a0,0.00023815,16035,178
d2db-8d09-bc07-832c-25a1,0.00069953,5230,33
70da-a186-3c87-d6fc-2ced,0.000353894,16666,396
bda-3f07-7a95-be9a-1af2,0.000353894,17208,762
2a6d-513b-9ec0-ee43-58e1,0.000732422,5114,286
f768-c11f-e5ea-b36f-444b,0.000771605,3531,359
b8c-2449-e5d1-4813-fb45,0.000411987,12200,1358
12be-1946-b71d-a53c-6388,0.000464487,11891,8
20cf-b116-a28f-9b64-6fb0,0.000549316,8713,1066
bd81-9699-22ab-4f4e-2177,0.000502023,16852,2
1f2a-79bb-72b2-bdea-67ff,0.000541923,6649,3575
6d69-bd0a-8d0b-533a-51e,0.000428669,14301,417
2bfc-e1fc-923a-4ea7-314a,0.000737034,4230,2
1305-f1f8-e10e-3c23-a377,0.000868056,1280,124
49d0-a98c-6081-d6dc-fcc6,0.000424816,10850,82
659f-5f2d-62be-8404-9e9b,0.00063504,5238,41
d441-c0d7-45e-e6f5-a990,0.000530842,12056,617
ee5e-9ccf-df3c-8db6-ddc0,0.000578183,6842,61
259b-cba9-8ca5-71eb-874,0.00055296,7019,19
65c9-e8a6-3fb8-9528-6bca,0.00030899,18696,944
baa9-58ae-f74a-68dc-174a,0.00064373,6540,216
142c-573a-b419-f368-e4f0,0.000964506,2238,10
91da-1904-b099-1e7f-8aef,0.000411987,12317,1705
d33b-e233-77be-4900-5db2,0.000771605,2129,253
aee3-3a9-b661-a62d-6c85,0.00038104,13125,385
51b5-1255-b667-c54a-b1a,0.000611735,5884,287
c243-c261-c371-c9d4-1515,0.000541923,7890,2908
741d-d5eb-3b05-6fc-59c0,0.000872493,2268,2
655f-fbaa-131e-f89e-9e87,0.000541923,10759,2643
981-39a0-ea12-1383-4167,0.000541923,7846,2193
b9ab-851-48d-7d1c-d225,0.00030899,15228,860
8e45-f3a9-16d3-a163-ec47,0.000868056,2083,37
eb24-96a-b23c-67d7-5e30,0.000211689,17348,170
eb36-b6af-cc98-156b-ad98,0.000995328,1628,2
2d56-2e27-ea7a-a803-21cf,0.000411987,12937,1288
2c8c-7e1b-bfca-b35d-b6b4,0.000609663,6676,1
9cc9-985e-da84-3077-49f7,0.000353894,18232,587
2b3b-c110-b757-f727-6e6d,0.04096,407,8
a248-5ee6-2f0b-516d-56a5,0.0138889,384,6
d1ce-bcae-3e6b-4016-9b34,0.000771605,2713,295
23e0-6b51-5c44-db37-6278,0.000541923,7923,3525
cab1-7d7f-c15f-f9bc-ceed,0.00028224,16631,8
89d8-5b9d-57ea-24e-fa80,0.00617284,508,59
e1fc-7958-1173-a35b-7314,0.000976562,1577,1757
e060-bb5f-e67e-2d47-a823,0.00411523,355,48
fe8f-a057-4f12-5679-a2a5,0.000771605,3386,368
8af3-5322-fa82-a76-1c9,0.000754371,3984,151
f350-6812-5915-13ad-7e91,0.000530842,8625,733
c18d-e530-15a0-384e-e5f0,0.000509779,11882,237
5766-c341-3913-51e8-cdb7,0.000685871,5376,390
c554-6a-8e6a-4df6-37a7,0.000482253,11744,240
6523-579f-df09-d92a-a1a9,0.00317533,470,0
5271-c619-c5f0-7215-9674,0.000858307,2386,111
5dcd-a811-8e9a-3cd6-813b,0.000611735,5690,270
188b-e7c6-9934-44ae-9fda,0.000541923,7692,1787
db04-5478-88dc-7cd9-9766,0.00076171,2794,26
bfd7-daa7-3f77-4e72-177d,0.00025489,16710,140
1d0b-2127-afcc-e941-e317,0.000411987,16153,1804
dd30-4a1c-a7e3-8cfc-335d,0.00023593,20926,245
78af-eb8-1a30-c258-8528,0.000669041,4254,57
ae39-237e-bc4a-c0f8-508e,0.000231743,18426,867
ce08-75e3-23ea-4db0-f855,0.00267746,883,4
9b72-806b-7871-57bc-4163,0.00288,690,10
c8ff-9ac2-df8c-63aa-85ab,0.00463486,1175,1
ab0-31b2-fb8e-2e9b-7f62,0.000609663,5243,258
f3e4-392c-c1fd-ec9b-30d1,0.000976562,853,1462
5481-818f-d7fc-167e-6e2a,0.000771605,3089,326
81c8-d1a5-98fc-2b27-5025,0.000796263,2968,388
5d26-297a-6a17-a1bb-a03d,0.000530842,9678,633
9c3d-ad0d-898d-7439-c38c,0.000880899,1814,109
f7b7-7d07-3098-62bb-e677,0.000482253,9723,231
2464-3cd0-b0a8-21d1-955c,0.000281632,14213,109
b8a6-be0e-426a-4233-3248,0.00030899,17797,927
2ee8-b640-576a-7152-f873,0.000816118,2556,34
3ac4-e0fe-72d1-8744-aaf6,0.000541923,8705,2212
3b4f-433e-4e4f-51ec-9664,0.000609663,7576,335
a74a-7380-52b8-feb5-e4d2,0.000482798,9234,158
9f2-4c8c-9031-c5f3-9cb7,0.000685871,5756,445
acdc-b7-7db6-1fad-87fc,0.000541923,6306,2165
28ac-5afd-cb3a-76fb-ace9,0.000148844,16223,172
619e-2207-4bc8-6f8c-669e,0.000104858,15623,188
e840-16d7-da1e-3af9-158c,0.0416667,1417,33
bef1-8624-9df3-1b0c-3ad,0.000541923,6244,2062
c3fe-a07d-2c55-fc6-1009,0.000297351,14891,24
56ff-f9fc-c5b4-42a8-64a3,0.000428669,9320,282
244-5cde-95a9-2e9a-6ca4,0.00030899,13607,1158
a5b2-c18e-64aa-cc93-2ea0,0.000541923,7175,1671
a1b3-d9f-1d1c-dc1-1aaa,0.000208146,18318,18
7949-8de5-5db5-713f-26c5,0.000549316,8404,990
52e1-7384-83a3-e88a-a21e,0.000611735,6583,143
f047-8e3c-63ac-54f2-5acf,0.00030899,16808,1025
65b4-aab0-125-7a5a-b6ca,0.000880899,980,125
a88d-f3a4-44b0-642-64e3,0.00023593,16353,232
2ab9-707e-20ee-8e88-5d6e,0.000541923,6001,1739
5e58-d5b6-ec12-a962-3a01,0.000509779,11229,206
8877-f16-e4b1-899c-8970,0.00023593,21904,463
9b7c-3229-7d14-e02c-386b,0.000976562,735,1214
e1f8-4ba1-918e-ba5f-3aba,0.000784411,3046,0
6c1d-558d-862c-50cf-df29,0.000685871,5747,501
49be-6ea9-1818-db4d-2909,0.00025284,17964,22
52d3-ae88-5dee-6cee-51ad,0.000743379,3357,101
7104-bb5b-1f8b-f499-2ab7,0.000353894,16193,413
d768-54c-5745-e8bb-91fd,0.00069673,5974,11
29b0-8ea8-bc4f-879e-fb96,0.00694444,463,6
dfc-f8a2-b6f1-2d88-ed3b,0.000541923,8193,1943
dcad-352f-4492-33f3-1dea,0.000541923,8886,1653
1950-a55f-29ba-5de2-d952,0.000796263,3499,190
c486-f633-c90-e6b3-10ad,0.000482798,11213,178
9515-475-3923-163d-d929,0.000411987,14803,1783
8f21-84a0-8f86-8e98-b5da,0.000367041,15369,202
1ff8-e597-4c9e-fa02-ae49,0.00072576,5099,42
2cfb-b288-a5a7-5dfd-4a91,0.000212408,17417,53
e6d6-19b6-edd3-765c-a84e,0.000411987,13320,1374
3c2f-3175-a3a9-8fd8-9c58,0.000541923,8504,2587
468c-2ba9-7cac-5439-b63e,0.000796263,3239,366
e5e0-3b0f-cff4-d3b3-b16b,0.00038104,16974,647
d817-4258-9922-7bc0-d231,0.00038104,14286,459
e0ad-2db8-23af-5d5a-81f1,0.000353894,17218,453
e5c5-75b3-66c4-9cbc-5cdf,0.000611735,6281,282
34eb-37f6-2870-c33a-ee22,0.00038104,11356,473
866b-f83d-cf0-210d-c41a,0.000734082,2626,216
a1-4ea6-2f4f-2911-11e1,0.000615375,4722,3
136e-2043-2d73-205e-4150,0.00038104,10427,458
f18d-7644-4823-2b5b-32ee,0.00025489,16418,134
82aa-5537-8a2c-4dc2-ef0f,0.00030899,11338,1018
bf62-6130-f52-ecd5-818e,0.000541923,8977,2625
af15-6577-998a-c033-4c20,0.000411987,12894,1541
bbad-c8a9-336b-2c77-6f,0.000796263,2743,397
43c8-af21-55a6-cdf4-fce4,0.000880899,1647,93
44b5-8d56-5e14-5407-7a2b,0.000541923,9093,2828
dfa3-a4a9-588e-d775-3d6f,0.000530842,10020,772
5309-dd28-e0d2-ec93-9d5b,0.000880899,1396,92
6674-a426-83d9-bc1a-721a,0.00055566,6231,14
80bd-cf-ff71-ded2-54d6,0.000457764,12274,5
137c-4bde-3fb2-f44e-3871,0.000541923,9538,2007
dd0d-2140-e0b2-4312-819e,0.000231743,12427,1044
97df-ba01-666f-9750-98d3,0.000514984,9604,85
8b0e-ac5-95dd-e256-bf8a,0.000976562,708,1251
2179-2705-fbe5-b756-95c,0.00023593,17806,383
2dc3-f672-cb64-1b70-b69f,0.000880899,1899,59
c775-6d73-7a50-63fe-96b,0.00267746,673,3
6b70-8578-3070-6755-3cce,0.000353895,16135,379
3e9-80cf-5b8b-643a-66d8,0.000743379,4887,99
a7a1-2070-8362-7cc7-cec8,5.89824e-05,16828,3
b612-c5fb-2ea8-511a-a35b,0.000530842,13160,916
5332-e0f8-d4fd-373f-fba2,0.000520365,12835,8
ddbb-3b28-7c71-3946-9f62,0.00055296,6848,8
e349-e0e8-bfd2-66ac-5daf,0.000157286,19414,218
e041-ce54-5796-b53e-593,0.000771605,3814,228
5338-92fa-40bb-cfaa-cc40,0.000549316,8808,1222
e01d-b2f3-ad28-9ff0-199f,0.000754371,4507,174
a437-f588-1ad-2a41-aa24,0.000880899,1441,103
4693-f836-f2ea-89cc-b111,0.000796263,2984,466
45a-f439-9aa7-21bc-de9d,0.00030899,17305,899
cb67-351a-1c42-1226-33fc,0.000424816,10625,71
55d4-a2c0-7237-447-1409,0.00064373,5496,251
4de8-8a2-842-e88f-2a5e,0.00030899,12714,1183
e8bc-cc79-e46b-7016-ecb1,0.000602137,8482,46
99b1-7569-1062-da58-f0ea,0.000611735,6679,205
2a76-302c-93aa-9cad-3474,0.000552776,7370,5
6774-96d6-871b-c6ec-99f8,0.000743378,4136,66
6f87-3e01-7ab5-7fea-1859,0.000187331,14906,24
6b9f-aa60-4886-ff4a-470d,0.000652895,6334,34
7cfa-a6fd-31a3-ba10-56f3,0.000685871,4714,320
5ce2-53c3-acb4-8e85-dd3,0.00109863,894,53
17c7-7933-f84c-5a97-4ce6,0.000530842,10166,713
1865-b8c5-bb53-8e4f-5393,0.000685871,5734,417
da84-9c0f-7ab8-d2d0-f6a6,0.000673066,5747,9
1a34-c081-a225-d587-4ed0,0.00030899,13289,916
11ca-fca-b3cd-5c35-b7e6,0.000108507,22166,3
9d2d-7669-7868-3f52-4bf1,0.000353894,14766,438
c738-350b-4841-329b-84c3,0.000578704,7856,33
