GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
4ad6-f0a7-98e8-4bb3-b645,0.000804663,2218,113
7ea9-988b-81f9-f115-335b,0.000541923,7431,1406
a699-e14-e172-8997-fc70,0.00064373,4989,169
feaa-c43-e392-4bce-939c,0.000530842,9563,355
690f-d623-f79-485a-d12a,0.00915527,200,0
1f10-914a-1cbc-d887-e7dd,0.000411987,11597,980
cc6b-7ce6-7a05-574e-adc0,0.000353894,13690,562
551e-3df8-e9bc-71db-167f,0.00069953,4322,22
d19a-1049-37ec-73e2-4c41,0.000411987,11680,973
cf4d-7afe-3b65-db4c-f331,0.000452623,10908,64
9867-23a9-c845-8223-9584,0.000530842,8952,567
f20e-e5ff-429d-2d73-c14b,0.000353894,13854,611
35ce-eeb9-6903-a5e5-2a03,0.000267918,16213,54
6809-c3bd-b2d8-4ce-1fb2,0.00030899,15214,617
6802-4f27-c229-2121-ea56,0.00025489,16515,50
5e93-9b8b-bb53-e9b7-7ef8,0.000353894,14356,321
1ab2-c728-5191-ba5a-ac91,0.000541923,7439,1443
b85b-6a9e-49eb-82c9-d774,0.00023593,16940,78
46e4-725d-95a8-944c-8712,0.00042867,11179,117
a1a2-e911-5900-db05-2178,0.000976562,992,213
b7b-4d56-a263-db41-3fe1,0.000549316,6935,702
3950-59f1-eb59-3d19-c5ee,0.000976562,1060,220
d077-e010-4d22-5c8e-2e09,0.00038104,12752,394
634c-c019-ccca-16f2-c241,0.000411987,11768,949
2ebf-c10a-d801-fb89-d7fd,0.000541923,7483,1390
f81a-f951-550b-17f0-fb07,0.000353894,13927,587
7110-ee38-360d-e706-afd9,0.000353894,14287,321
e110-4497-346c-b911-4021,5.02023e-05,18483,0
f186-c963-517-2794-b069,0.000609368,6027,9
b4f0-d5c1-d353-a96c-dac9,0.000611735,5598,207
e120-be8f-f06d-aa47-d467,0.000880899,1568,22
c147-7cf0-c7ae-c65e-a484,0.000796263,2464,191
550e-2c8a-e34a-457b-d6d1,0.000549316,6841,626
91a4-d339-7278-3c0c-5ea3,0.000804663,2251,126
8017-b088-3f01-fa5c-fbf2,0.000541923,7650,1336
63bc-4f6a-287c-4706-94e5,0.000530842,9446,365
f496-d3de-91ef-3397-ce3a,0.000487495,10534,2
8de1-9753-1da4-b65e-de59,0.000514403,10196,5
